Pair.ID,LC,Distance,LUCAS.ID.pa,Bas.pa,Cmic.pa,Xylosidase.pa,Cellulase.pa,beta.glucosidase.pa,N.actylglucosaminidase.pa,Acid.phosphatase.pa,MWD.pa,WSA.pa,LUCAS.ID.non,Bas.non,Cmic.non,Xylosidase.non,Cellulase.non,beta.glucosidase.non,N.actylglucosaminidase.non,Acid.phosphatase.non,MWD.non,WSA.non
87,Forest,142688.4719,47642728,4.450017295,636.4003228,627.19,67.07,634.25,424.14,2991.51,1.572347561,89.28571429,47502586,2.274708675,171.5166163,77.84,8.51,117.09,68.27,765.54,1.047576389,82.60869565
88,Forest,176181.7244,37342800,0.784389219,88.86839342,37.7,6.99,99.62,139.31,1035.87,1.050509284,76,38462664,1.016387538,462.526082,32.45,60.14,502.22,139.43,484.87,1.057820402,76
89,Forest,42755.11665,28522106,2.717001056,662.1068638,72.65,44.47,422,277.99,1024.17,0.482816327,16.21621622,28102114,0.369015048,88.09051528,36.39,7.15,101.32,74.54,487.12,1.45787931,33.33333333
90,Forest,105603.0303,28542018,0.828205555,132.1816065,26.97,15.79,193.27,123.66,233.24,1.668287024,26.66666667,28102114,0.369015048,88.09051528,36.39,7.15,101.32,74.54,487.12,1.45787931,33.33333333
91,Forest,8485.281374,56162386,1.908618276,802.0069319,43.71,23.11,322.04,225.39,667.8,2.058759398,92.10526316,56102380,1.037690752,351.7975118,92.89,25.59,223.14,153.29,673.51,1.839933333,94.87179487
92,Forest,106901.8241,57122348,0.857842248,472.3851315,39.11,9.66,159.11,393,867.02,1.635439349,80,56102380,1.037690752,351.7975118,92.89,25.59,223.14,153.29,673.51,1.839933333,94.87179487
93,Forest,397079.3372,48941830,1.886363636,578.0656566,53.64,28.12,271.07,620.12,1044.5,1.44023065,65,52601984,1.203781898,301.2908635,13.71,2.46,74.26,173.26,542.07,1.518166667,65.78947368
94,Forest,44181.44407,52561940,0.562511147,215.2542655,38.15,23.65,198.12,126.91,443.71,1.962810954,77.77777778,52601984,1.203781898,301.2908635,13.71,2.46,74.26,173.26,542.07,1.518166667,65.78947368
95,Forest,169056.2037,54662028,0.995754891,218.6881998,19.31,3.3,63.38,128.58,520,1.083712082,56,55402180,1.293338527,422.8678094,70.92,28.57,212.65,107.97,634.36,1.325310078,64.28571429
96,Forest,78409.18314,53323834,15.3847352,2819.931464,216.01,240.93,787.1,436.1,14490.38,1.397016129,56.25,53403912,1.675536796,248.5074937,54.69,17.4,232.41,191.52,980.96,0.67153413,66.66666667
97,Forest,39849.71769,54482686,1.805934066,475.5261538,46.36,41.04,487.69,328.59,908.13,2.2270125,97.36842105,54102674,1.309201213,370.5710819,58.51,66.33,401.59,127.67,751.16,2.005656061,97.43589744
98,Forest,95036.83496,53702216,0.847579425,240.7648764,14.69,8.98,144.78,89.01,187.63,1.121208571,58.82352941,54642202,0.757664485,204.0738317,29.68,12.51,168.09,75.18,373.25,1.129684061,80
99,Forest,26907.24809,54982632,1.796392786,520.6101536,173.7,64.39,417.87,87.45,921.92,1.383111888,80.55555556,55162612,1.653666808,516.3076162,73.27,53.78,454.68,142.49,869.94,1.657688925,93.93939394
100,Forest,34234.48554,55782690,2.165712978,592.9240864,60.62,16.29,200.41,122.96,1401.32,2.250484234,94.28571429,55742656,1.8892261,587.0875063,109.4,33.38,253.65,260.72,988.62,1.92350625,94.59459459
101,Forest,18000,42763084,0.460791117,79.16007402,73.63,14.49,147.79,133.83,516.13,0.863536765,57.14285714,42943084,0.458088996,67.2722778,37.03,6.62,86.98,39.93,753.24,1.302596341,74.28571429
102,Forest,114856.4321,51503186,0.518659955,56.20737141,46.11,16.29,171.43,80.28,397.7,0.526225,53.84615385,51363072,0.87416016,228.5175232,34.03,30.88,228.12,78.55,408.96,1.436727494,73.52941176
103,Agriculture,12000,35402092,0.461031071,479.0400972,63.2,39.81,409.31,73.66,90.53,1.421406725,39.47368421,35282092,0.865671642,178.6567164,26.85,55.39,429.41,88.98,121.5,1.52835446,28.20512821
104,Agriculture,58309.51895,53861912,0.627815025,254.2936221,49.29,36.16,437.41,84.64,319.27,1.992318015,55.26315789,53641966,0.437532947,162.9372694,51.31,48.74,346.51,112.13,442.36,1.531106838,60.86956522
105,Agriculture,11661.90379,35702100,0,520.4584899,87.07,68.16,462.68,117.08,135.12,1.425803672,44.82758621,35642110,1.031444172,295.1493127,58.64,107.44,553.66,129.73,172.78,1.573590331,69.6969697
106,Agriculture,33286.63395,36722782,0.652026424,282.4953877,40.94,64.62,476.4,139.91,499.78,1.315709574,73.68421053,36442800,1.234659725,311.9985125,30.34,24.18,214.08,111.86,443.99,1.814854015,79.48717949
107,Agriculture,108240.473,40783066,0.43147448,420.831443,55.84,162.74,824.89,132.49,476.93,2.129839655,73.68421053,41823036,0.554177795,401.5202849,63.49,107.44,652.59,115.76,456.63,1.729514381,55.26315789
108,Agriculture,112071.4058,40903100,0.260460251,206.5642724,19,24.93,236.34,55.92,207.72,1.655662252,46.15384615,41823036,0.554177795,401.5202849,63.49,107.44,652.59,115.76,456.63,1.729514381,55.26315789
