Pair.ID,LUCAS_ID,X_LAEA,Y_LAEA,LC,Specific,Broad,Ours,Bas,MIRR,Cmic,qO2,H2O_FW,Distance,PA
13,46482614,4648000,2614000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.127908952,2.067833079,55.00435989,0.02050581,15.562249,62289.64601,FALSE
14,50863206,5086000,3206000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.778903904,11.11236236,295.5888388,0.002635092,11.12593828,62513.99843,FALSE
15,50022946,5002000,2946000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.497313561,19.32445018,514.0303747,0.0048583,22.59191482,122588.7434,FALSE
16,40723226,4072000,3226000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.928065598,8.971300783,238.6366008,0.003889033,11.56888596,41617.30409,FALSE
17,42223056,4222000,3056000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.452031603,16.70617005,444.3841234,0.003267515,11.69435216,40249.2236,FALSE
18,42223056,4222000,3056000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.452031603,16.70617005,444.3841234,0.003267515,11.69435216,48083.26112,FALSE
19,42223056,4222000,3056000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.452031603,16.70617005,444.3841234,0.003267515,11.69435216,106075.4448,FALSE
20,43122714,4312000,2714000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,3.139006236,26.04707302,692.8521424,0.004530557,28.99585773,50990.19514,FALSE
21,32361730,3236000,1730000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.8000378,6.640836641,176.6462546,0.004529039,10.50405954,76550.63684,FALSE
22,43663228,4366000,3228000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,1.175399555,21.49302043,571.7143435,0.002055921,17.68526228,164596.4763,FALSE
23,47182946,4718000,2946000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.860995851,10.84854772,288.5713693,0.00298365,20.33057851,112160.5991,FALSE
24,47182946,4718000,2946000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.860995851,10.84854772,288.5713693,0.00298365,20.33057851,148606.8639,FALSE
25,52423612,5242000,3612000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,0.625740442,13.50804763,359.3140669,0.001741486,8.160237389,72111.02551,FALSE
26,37922448,3792000,2448000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.558380598,21.37362279,568.5383663,0.00274103,15.16509043,36878.17783,FALSE
27,37922448,3792000,2448000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.558380598,21.37362279,568.5383663,0.00274103,15.16509043,98081.59868,FALSE
28,31063480,3106000,3480000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.501510574,7.719329424,205.3341627,0.002442412,5.093607691,218220.0724,FALSE
29,30962066,3096000,2066000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.476072094,14.15717147,376.580761,0.006575142,20.45154911,11661.90379,FALSE
30,30962066,3096000,2066000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.476072094,14.15717147,376.580761,0.006575142,20.45154911,16492.4225,FALSE
31,30962066,3096000,2066000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.476072094,14.15717147,376.580761,0.006575142,20.45154911,25612.49695,FALSE
32,34383700,3438000,3700000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,7.221941992,51.19903321,1361.894283,0.005302865,47.51819987,50990.19514,FALSE
33,45762134,4576000,2134000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.32618862,13.63925695,362.8042349,0.003655384,14.80743692,504067.4558,FALSE
34,34862944,3486000,2944000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.146197754,25.11446634,668.0448045,0.00171575,9.468244707,264620.483,FALSE
35,35062950,3506000,2950000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.981641659,19.43748161,517.0370109,0.001898591,7.404380517,35777.08764,FALSE
36,41622476,4162000,2476000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.081041968,9.323272001,247.9990352,0.004359057,18.3628692,65513.35742,FALSE
37,34442320,3444000,2320000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.358342189,15.11229189,401.9869642,0.00337907,21.85683441,52000,FALSE
38,37222482,3722000,2482000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.310106593,25.83168838,687.1229109,0.003361999,16.15359153,16124.5155,FALSE
39,28602222,2860000,2222000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,0.460723297,4.979534623,132.455621,0.003478322,2.284681131,45254.834,FALSE
40,35042146,3504000,2146000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0.97808875,24.60504511,654.4942,0.001494419,10.26107072,66753.27707,FALSE
41,35042146,3504000,2146000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0.97808875,24.60504511,654.4942,0.001494419,10.26107072,90088.84504,FALSE
42,53902268,5390000,2268000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,1.096372093,15.95658915,424.4452713,0.002583071,23.7804878,139269.5229,FALSE
43,54462696,5446000,2696000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.761619789,8.057716603,214.3352617,0.003553404,16.22660428,21540.65923,FALSE
44,52362556,5236000,2556000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.609586394,9.304213375,247.4920758,0.002463054,14.01030414,169198.1087,FALSE
45,52362556,5236000,2556000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.609586394,9.304213375,247.4920758,0.002463054,14.01030414,124193.3976,FALSE
46,54902668,5490000,2668000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.774425574,28.91042291,769.0172494,0.002307394,17.30006609,65604.87787,FALSE
47,55382862,5538000,2862000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.482932506,8.424489268,224.0914145,0.002155069,14.33792989,25298.22128,FALSE
48,34503420,3450000,3420000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.938892062,16.53785139,439.9068469,0.006680715,25.42589438,141322.3266,FALSE
49,34503420,3450000,3420000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.938892062,16.53785139,439.9068469,0.006680715,25.42589438,127310.6437,FALSE
50,50083478,5008000,3478000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.893907732,3.869152869,102.9194663,0.008685507,11.7338252,88543.77448,FALSE
51,50083478,5008000,3478000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.893907732,3.869152869,102.9194663,0.008685507,11.7338252,100019.998,FALSE
52,50083478,5008000,3478000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.893907732,3.869152869,102.9194663,0.008685507,11.7338252,149893.2954,FALSE
53,33581994,3358000,1994000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.360430464,10.03145695,266.836755,0.005098362,13.65260901,72138.75519,FALSE
54,32202298,3220000,2298000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,1.605474453,9.693430657,257.8452555,0.006226504,9.331568498,74242.84477,FALSE
55,32202298,3220000,2298000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,1.605474453,9.693430657,257.8452555,0.006226504,9.331568498,42941.82111,FALSE
56,40102842,4010000,2842000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.883007117,31.99881376,851.168446,0.002212261,25.26595745,213354.1657,FALSE
57,40102842,4010000,2842000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.883007117,31.99881376,851.168446,0.002212261,25.26595745,26000,FALSE
58,49704436,4970000,4436000,Other coniferous woodland,Coniferous woodland,Woodland,Forest,1.109465318,9.795279383,260.5544316,0.004258094,7.76407864,40049.96879,FALSE
59,41102514,4110000,2514000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.112903226,5.483870968,145.8709677,0.007629368,14.2476254,91301.69768,FALSE
60,52364076,5236000,4076000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.268222176,14.96730677,398.13036,0.003185445,19.67158733,23409.39982,FALSE
61,46162668,4616000,2668000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,4.990790899,22.93066089,609.9555796,0.00818222,38.7423262,34058.77273,FALSE
62,46382836,4638000,2836000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,3.044657097,18.45915293,491.013468,0.006200761,37.53943218,45122.05669,FALSE
63,38282398,3828000,2398000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,2.633008501,16.00456148,425.7213353,0.006184817,19.54962469,60000,FALSE
64,38282398,3828000,2398000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,2.633008501,16.00456148,425.7213353,0.006184817,19.54962469,26000,FALSE
65,41243258,4124000,3258000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,2.47146402,8.2382134,219.1364764,0.011278195,46.31140716,60959.00262,FALSE
66,41243258,4124000,3258000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,2.47146402,8.2382134,219.1364764,0.011278195,46.31140716,80224.68448,FALSE
67,32122142,3212000,2142000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.70029347,11.57006603,307.7637564,0.002275425,9.928960846,51224.9939,FALSE
68,40262632,4026000,2632000,Other mixed woodland,Mixed woodland,Woodland,Forest,4.979570727,30.54995259,812.6287389,0.006127732,35.71072319,66241.98065,FALSE
69,40262632,4026000,2632000,Other mixed woodland,Mixed woodland,Woodland,Forest,4.979570727,30.54995259,812.6287389,0.006127732,35.71072319,12000,FALSE
70,40602702,4060000,2702000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.67222007,17.41895906,463.344311,0.003609023,14.59298478,84095.18417,FALSE
71,30182092,3018000,2092000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0,4.394502647,116.8937704,0,0.771294433,106301.4581,FALSE
72,42483154,4248000,3154000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.891632115,3.962809398,105.41073,0.008458647,11.84582157,60000,FALSE
73,42483154,4248000,3154000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.891632115,3.962809398,105.41073,0.008458647,11.84582157,30594.11708,FALSE
74,32702146,3270000,2146000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,2.29327018,17.41793303,463.3170186,0.004949678,15.6203164,74215.90126,FALSE
75,32702146,3270000,2146000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,2.29327018,17.41793303,463.3170186,0.004949678,15.6203164,80448.74144,FALSE
76,47083048,4708000,3048000,Other mixed woodland,Mixed woodland,Woodland,Forest,0.34646098,16.16817907,430.0735632,0.000805585,8.502158751,100319.4896,FALSE
77,47083048,4708000,3048000,Other mixed woodland,Mixed woodland,Woodland,Forest,0.34646098,16.16817907,430.0735632,0.000805585,8.502158751,118152.4439,FALSE
78,31141720,3114000,1720000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.314054054,19.74054054,525.0983784,0.000598086,8.415841584,61773.78085,FALSE
79,31141720,3114000,1720000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.314054054,19.74054054,525.0983784,0.000598086,8.415841584,122800.6515,FALSE
80,32902338,3290000,2338000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,2.119148936,10.06595745,267.7544681,0.007914523,21.7188541,83450.58418,FALSE
81,47942370,4794000,2370000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.018001978,22.82294758,607.0904055,0.001676854,16.29408843,79924.96481,FALSE
82,37202358,3720000,2358000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.914936616,12.85994243,342.0744687,0.002674671,10.28514917,40249.2236,FALSE
83,53381850,5338000,1850000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.461267606,34.47509129,917.0374283,0.001593466,15.30815109,206891.2758,FALSE
84,56882134,5688000,2134000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.968078576,6.963372212,185.2257008,0.005226481,18.99552461,21633.30765,FALSE
85,47502586,4750000,2586000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,2.274708675,6.447993095,171.5166163,0.013262322,22.72803068,92649.87858,FALSE
86,47502586,4750000,2586000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,2.274708675,6.447993095,171.5166163,0.013262322,22.72803068,51923.01994,FALSE
87,47502586,4750000,2586000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,2.274708675,6.447993095,171.5166163,0.013262322,22.72803068,142688.4719,FALSE
88,38462664,3846000,2664000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.016387538,17.38819857,462.526082,0.002197471,7.66544729,176181.7244,FALSE
89,28102114,2810000,2114000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.369015048,3.311673507,88.09051528,0.004189044,2.98606503,42755.11665,FALSE
90,28102114,2810000,2114000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.369015048,3.311673507,88.09051528,0.004189044,2.98606503,105603.0303,FALSE
91,56102380,5610000,2380000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.037690752,13.22547037,351.7975118,0.002949682,10.24752475,8485.281374,FALSE
92,56102380,5610000,2380000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.037690752,13.22547037,351.7975118,0.002949682,10.24752475,106901.8241,FALSE
93,52601984,5260000,1984000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.203781898,11.32672419,301.2908635,0.003995415,9.140950792,397079.3372,FALSE
94,52601984,5260000,1984000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.203781898,11.32672419,301.2908635,0.003995415,9.140950792,44181.44407,FALSE
95,55402180,5540000,2180000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,1.293338527,15.89728607,422.8678094,0.003058494,13.61265354,169056.2037,FALSE
96,53403912,5340000,3912000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.675536796,9.342386982,248.5074937,0.006742399,8.064788257,78409.18314,FALSE
97,54102674,5410000,2674000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.309201213,13.93124368,370.5710819,0.003532929,16.35656292,39849.71769,FALSE
98,54642202,5464000,2202000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.757664485,7.671948559,204.0738317,0.003712698,3.554817276,95036.83496,FALSE
99,55162612,5516000,2612000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.653666808,19.41006076,516.3076162,0.003202871,21.88741722,26907.24809,FALSE
100,55742656,5574000,2656000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.8892261,22.07095888,587.0875063,0.003217963,24.21554132,34234.48554,FALSE
101,42943084,4294000,3084000,Other mixed woodland,Mixed woodland,Woodland,Forest,0.458088996,2.529033,67.2722778,0.006809477,3.783604381,18000,FALSE
102,51363072,5136000,3072000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.87416016,8.590884329,228.5175232,0.003825353,9.125412541,114856.4321,FALSE
103,35282092,3528000,2092000,Other fruit trees and berries,Permanent crops: fruit trees,Cropland,Agriculture,0.865671642,6.71641791,178.6567164,0.004845447,8.173712021,12000,FALSE
104,53641966,5364000,1966000,Barley,Cereals,Cropland,Agriculture,0.437532947,6.125461255,162.9372694,0.002685285,6.181998022,58309.51895,FALSE
105,35642110,3564000,2110000,Pear fruit,Permanent crops: fruit trees,Cropland,Agriculture,1.031444172,11.09583883,295.1493127,0.003494652,12.09864283,11661.90379,FALSE
106,36442800,3644000,2800000,Durum wheat,Cereals,Cropland,Agriculture,1.234659725,11.72926739,311.9985125,0.003957262,10.38160307,33286.63395,FALSE
107,41823036,4182000,3036000,Common wheat,Cereals,Cropland,Agriculture,0.554177795,15.09474755,401.5202849,0.001380199,13.05357439,108240.473,FALSE
108,41823036,4182000,3036000,Common wheat,Cereals,Cropland,Agriculture,0.554177795,15.09474755,401.5202849,0.001380199,13.05357439,112071.4058,FALSE
109,43162914,4316000,2914000,Common wheat,Cereals,Cropland,Agriculture,0.85461285,7.292696321,193.9857221,0.004405545,19.2550715,70455.65982,FALSE
110,38562344,3856000,2344000,Vineyards,Other permanent crops,Cropland,Agriculture,1.090747647,9.138696502,243.0893269,0.004487024,19.82058949,131041.978,FALSE
111,46342786,4634000,2786000,Maize,Cereals,Cropland,Agriculture,0.930749557,6.041707653,160.7094236,0.005791506,14.9715624,103227.9032,FALSE
112,52224014,5222000,4014000,Barley,Cereals,Cropland,Agriculture,0.940029707,9.400297066,250.047902,0.003759398,10.39760439,56320.51136,FALSE
113,40963282,4096000,3282000,Potatoes,Root crops,Cropland,Agriculture,0.380868337,2.832097894,75.33380398,0.005055743,6.129887343,24166.09195,FALSE
114,51323464,5132000,3464000,Triticale,Cereals,Cropland,Agriculture,0.208962739,6.487795521,172.5753609,0.001210849,1.488095238,95036.83496,FALSE
115,35342068,3534000,2068000,Olive groves,Other permanent crops,Cropland,Agriculture,0.320575843,6.071512172,161.5022238,0.001984962,5.570291777,46000,FALSE
116,39482532,3948000,2532000,Common wheat,Cereals,Cropland,Agriculture,0.786800215,8.808203661,234.2982174,0.003358114,7.800131926,108406.6419,FALSE
117,29901692,2990000,1692000,Olive groves,Other permanent crops,Cropland,Agriculture,0.379328529,6.22487842,165.581766,0.002290883,5.811258278,17888.54382,FALSE
118,48282902,4828000,2902000,Maize,Cereals,Cropland,Agriculture,0.595633219,10.07612862,268.0250214,0.002222305,8.021452145,16492.4225,FALSE
119,41342812,4134000,2812000,Vineyards,Other permanent crops,Cropland,Agriculture,0.324679943,14.56140351,387.3333333,0.000838244,6.407056083,48826.22246,FALSE
120,38922830,3892000,2830000,Barley,Cereals,Cropland,Agriculture,0.439929329,17.20612485,457.6829211,0.00096121,6.969099277,17088.00749,FALSE
121,35462962,3546000,2962000,Common wheat,Cereals,Cropland,Agriculture,0.724746974,6.808229146,181.0988953,0.00400194,15.87646077,80993.82693,FALSE
122,42603190,4260000,3190000,Common wheat,Cereals,Cropland,Agriculture,0.410745847,6.112289384,162.5868976,0.002526316,5.982053838,96747.09298,FALSE
123,30982262,3098000,2262000,Other leguminous and mixtures for fodder,Fodder crops,Cropland,Agriculture,0.311083348,7.011719912,186.5117497,0.001667902,7.019581812,38470.76812,FALSE
124,27982170,2798000,2170000,Floriculture and ornamental plants,"Dry pulses, vegetables, and flowers",Cropland,Agriculture,1.55985717,17.88636221,475.7772349,0.003278545,10.90087073,163975.6079,FALSE
125,32281852,3228000,1852000,Durum wheat,Cereals,Cropland,Agriculture,0.131167691,9.424641498,250.6954639,0.000523215,5.898876404,4000,FALSE
126,38942726,3894000,2726000,Barley,Cereals,Cropland,Agriculture,2.150939664,8.154962084,216.9219914,0.009915729,15.43994647,22803.5085,FALSE
127,38942726,3894000,2726000,Barley,Cereals,Cropland,Agriculture,2.150939664,8.154962084,216.9219914,0.009915729,15.43994647,20591.26028,FALSE
128,29281750,2928000,1750000,Barley,Cereals,Cropland,Agriculture,0,14.31602837,380.8063546,0,3.100775194,90000,FALSE
129,32882938,3288000,2938000,Other fresh vegetables,"Dry pulses, vegetables, and flowers",Cropland,Agriculture,1.095028681,9.257488846,246.2492033,0.004446831,14.00854982,273890.4891,FALSE
130,50063158,5006000,3158000,Barley,Cereals,Cropland,Agriculture,0.859335951,3.308937284,88.01773176,0.009763214,6.943521595,78587.53082,FALSE
131,36662908,3666000,2908000,Common wheat,Cereals,Cropland,Agriculture,1.473193047,8.758157975,232.9670021,0.006323612,9.189099369,53141.32102,FALSE
132,39383058,3938000,3058000,Common wheat,Cereals,Cropland,Agriculture,0.872372372,9.814189189,261.0574324,0.003341688,12.06469714,40447.49683,FALSE
133,37682906,3768000,2906000,Common wheat,Cereals,Cropland,Agriculture,0.703525332,9.060553522,241.0107237,0.002919062,13.52657005,34176.01498,FALSE
134,46503360,4650000,3360000,Rape and turnip rape,Non-permanent industrial crops,Cropland,Agriculture,0.595515695,6.649925262,176.888012,0.003366626,7.299634187,43081.31846,FALSE
135,54902386,5490000,2386000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0.653298351,27.94665167,743.3809345,0.00087882,10.81397292,38052.59518,FALSE
136,55622354,5562000,2354000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0.391435578,10.96019619,291.5412186,0.001342642,11.67944019,101390.3348,FALSE
137,55622354,5562000,2354000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0.391435578,10.96019619,291.5412186,0.001342642,11.67944019,95707.88891,FALSE
138,46323328,4632000,3328000,Common wheat,Cereals,Cropland,Agriculture,0.325896841,6.073532036,161.5559522,0.002017238,6.616666667,18439.08891,FALSE
139,53462624,5346000,2624000,Maize,Cereals,Cropland,Agriculture,0.434218175,7.129755215,189.6514887,0.002289558,14.2406115,64404.96875,FALSE
140,57762538,5776000,2538000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0.396988485,10.58635961,281.5971656,0.001409774,5.948017328,22360.67978,FALSE
141,64601638,6460000,1638000,Common wheat,Cereals,Cropland,Agriculture,0.201003287,28.18831805,749.8092602,0.000268073,4.398875475,46389.65402,FALSE
