"lc","Basal_respiration","Cmic","Xylosidase","Cellulase","beta.glucosidase","N.actylglucosaminidase","Acid.phosphatase","MWD","WSA","run"
"Cropland",0.190576856186872,0.954152838422141,0.705486105596042,0.287679636377727,0.542206836514642,0.581559460455414,0.340157201571571,0.578859504412961,0.719690100230048,500.5
"Grassland",0.718445235299726,0.566995403881144,0.662449981913123,0.501229225978039,0.605460847892694,0.56719250400869,0.670797857733653,0.627162559746969,0.54455281336579,500.5
"Other",1.32588541859499,1.84009381767039,1.20391494230574,1.54337980055327,1.50153771738073,1.46572314230143,1.14045016055816,0.796833961322138,1.75809076520316,500.5
"Woodland",0.202661755252267,0.468604375425686,0.257072426963915,0.676686141463742,0.448685225810637,0.440830206005697,0.391236235552596,0.659661174002651,0.574349188211556,500.5
